No.,Time,Source,Destination,Protocol,Length,Info
240,0.017663,192.168.1.20,192.168.1.10,CIP,112,Success: 'HMI_P2_PERMISSIVE' - Service (0x4c)
241,0.017663,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)
242,0.017763,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=423 Ack=305 Win=8142 Len=0
243,0.017764,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)
244,0.017764,192.168.1.30,192.168.1.10,CIP,112,Success: 'HMI_P3_PERMISSIVE' - Service (0x4c)
245,0.017767,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=431 Ack=283 Win=8142 Len=0
246,0.017767,192.168.1.20,192.168.1.60,CIP,144,Success: 'HMI_AIT202' - Service (0x4c)
247,0.017866,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=513 Ack=151 Win=8142 Len=0
248,0.017867,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=423 Ack=363 Win=8084 Len=0
249,0.017867,192.168.1.60,192.168.1.20,TCP,60,54854  >  44818 [ACK] Seq=63 Ack=91 Win=8102 Len=0
250,0.017867,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=513 Ack=209 Win=8084 Len=0
251,0.017945,192.168.1.30,192.168.1.60,CIP,114,'HMI_P602' - Service (0x4c)
252,0.017946,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=513 Ack=259 Win=8034 Len=0
253,0.017946,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=431 Ack=341 Win=8084 Len=0
254,0.018034,192.168.1.30,192.168.1.10,CIP,98,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
255,0.018035,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=239 Ack=257 Win=8132 Len=0
256,0.018125,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=431 Ack=385 Win=8040 Len=0
257,0.018125,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)
258,0.018125,192.168.1.50,192.168.1.10,CIP,108,Success: 'HMI_P5_STATE' - Service (0x4c)
259,0.01825,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=513 Ack=317 Win=7976 Len=0
260,0.01825,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=513 Ack=371 Win=7922 Len=0
261,0.01825,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_FIT201' - Service (0x4c)
262,0.018338,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_MV201' - Service (0x4c)
263,0.018414,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=307 Ack=435 Win=8122 Len=0
264,0.018415,192.168.1.20,239.192.3.127,CIP I/O,98,"Connection: ID=0x0077802C, SEQ=0063280450"
265,0.018496,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=307 Ack=505 Win=8052 Len=0
266,0.019071,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
267,0.019175,192.168.1.40,192.168.1.10,CIP,112,Success: 'HMI_P4_PERMISSIVE' - Service (0x4c)
268,0.019176,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=221 Ack=101 Win=8142 Len=0
269,0.019278,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=221 Ack=159 Win=8084 Len=0
270,0.019386,192.168.1.10,192.168.1.20,CIP I/O,86,"Connection: ID=0x017746E2, SEQ=0011737146"
271,0.019509,192.168.1.10,192.168.1.60,CIP,144,Success: 'HMI_LIT101' - Service (0x4c)
272,0.019616,192.168.1.60,192.168.1.10,TCP,60,54986  >  44818 [ACK] Seq=63 Ack=91 Win=8102 Len=0
273,0.020166,192.168.1.40,239.192.5.255,CIP I/O,98,"Connection: ID=0x00698000, SEQ=0054038752"
274,0.020932,192.168.1.30,192.168.1.20,CIP I/O,86,"Connection: ID=0x00774052, SEQ=0045615791"
275,0.021171,192.168.1.60,192.168.1.10,CIP CM,152,Connection Manager - Forward Open ('j')
276,0.021278,192.168.1.10,192.168.1.60,TCP,60,44818  >  54986 [ACK] Seq=91 Ack=161 Win=8094 Len=0
277,0.021279,192.168.1.200,192.168.1.88,TCP,676,"4241  >  64142 [PSH, ACK] Seq=1 Ack=1 Win=507 Len=622"
278,0.021377,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511540"
279,0.02179,192.168.1.30,239.192.4.191,CIP I/O,98,"Connection: ID=0x00769ECB, SEQ=0063280740"
280,0.021869,192.168.1.50,239.192.7.63,CIP I/O,98,"Connection: ID=0x001780AC, SEQ=0007751633"
281,0.02199,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT502' - Service (0x4c)
282,0.02199,192.168.1.20,192.168.1.30,CIP,146,Success: 'HMI_FIT201' - Service (0x4c)
283,0.022102,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=497 Ack=631 Win=8102 Len=0
284,0.022103,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT503' - Service (0x4c)
285,0.022103,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=505 Ack=399 Win=8100 Len=0
286,0.022103,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT504' - Service (0x4c)
287,0.022238,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=497 Ack=721 Win=8012 Len=0
288,0.022238,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705694"
289,0.022238,192.168.1.10,192.168.1.50,CIP I/O,86,"Connection: ID=0x011748B5, SEQ=0007618194"
290,0.022239,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=497 Ack=811 Win=7922 Len=0
291,0.022324,192.168.1.50,192.168.1.40,CIP,124,'HMI_P_RO_FEED_DUTY' - Service (0x4c)
292,0.022437,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=59 Ack=277 Win=8122 Len=0
293,0.022437,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT501' - Service (0x4c)
294,0.022437,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822558"
295,0.022546,192.168.1.20,192.168.1.30,CIP,116,'HMI_LIT301' - Service (0x4c)
296,0.022547,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=811 Ack=559 Win=8130 Len=0
297,0.022549,192.168.1.20,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
298,0.022641,192.168.1.20,192.168.1.30,CIP,116,'HMI_MV301' - Service (0x4c)
299,0.022642,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=251 Ack=249 Win=8130 Len=0
300,0.022725,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=251 Ack=311 Win=8068 Len=0
301,0.022726,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=251 Ack=373 Win=8006 Len=0
302,0.022881,192.168.1.20,192.168.1.30,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
303,0.022982,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=505 Ack=455 Win=8136 Len=0
304,0.022983,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708640"
305,0.022983,192.168.1.88,192.168.1.200,TCP,150,"64142  >  4241 [PSH, ACK] Seq=1 Ack=623 Win=929 Len=96"
306,0.022983,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614946"
307,0.023113,192.168.1.30,192.168.1.60,CIP,130,'P6_P602_AUTOINP' - Service (0x4d)
308,0.023114,192.168.1.30,192.168.1.60,CIP,114,'HMI_P602' - Service (0x4c)
309,0.023233,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=239 Ack=333 Win=8116 Len=0
310,0.023233,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=239 Ack=393 Win=8056 Len=0
311,0.023234,192.168.1.30,192.168.1.20,CIP,126,'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
312,0.023371,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=455 Ack=577 Win=8120 Len=0
313,0.023371,192.168.1.30,192.168.1.20,CIP,130,'P2_P2078_AUTOINP' - Service (0x4d)
314,0.023486,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=455 Ack=653 Win=8116 Len=0
315,0.023554,192.168.1.30,192.168.1.20,CIP,144,Success: 'HMI_LIT301' - Service (0x4c)
316,0.02366,192.168.1.30,192.168.1.20,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
317,0.02366,192.168.1.30,192.168.1.20,CIP,116,Success: 'HMI_MV301' - Service (0x4c)
318,0.02366,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=373 Ack=341 Win=8102 Len=0
319,0.023786,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=373 Ack=439 Win=8004 Len=0
320,0.023787,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=373 Ack=501 Win=7942 Len=0
321,0.024067,192.168.1.200,192.168.1.50,CIP,108,Class (0xb2) - Service (0x4c)
322,0.024172,192.168.1.50,192.168.1.200,TCP,60,44818  >  5031 [ACK] Seq=1 Ack=55 Win=8138 Len=0
323,0.024578,192.168.1.10,192.168.1.30,CIP I/O,86,"Connection: ID=0x00F65A5A, SEQ=0011735503"
324,0.024743,192.168.1.200,192.168.1.30,CIP,108,Class (0xb2) - Service (0x4c)
325,0.024743,192.168.1.200,192.168.1.40,CIP,108,Class (0xb2) - Service (0x4c)
326,0.024743,192.168.1.200,192.168.1.20,CIP,108,Class (0xb2) - Service (0x4c)
327,0.024744,192.168.1.200,192.168.1.60,CIP,108,Class (0xb2) - Service (0x4c)
328,0.024822,192.168.1.10,192.168.1.40,CIP I/O,86,"Connection: ID=0x01E960F4, SEQ=0011735064"
329,0.024822,192.168.1.30,192.168.1.200,TCP,60,44818  >  5030 [ACK] Seq=541 Ack=55 Win=8138 Len=0
330,0.024822,192.168.1.40,192.168.1.200,TCP,60,44818  >  17941 [ACK] Seq=541 Ack=55 Win=8138 Len=0
331,0.024822,192.168.1.20,192.168.1.200,TCP,60,44818  >  5028 [ACK] Seq=541 Ack=55 Win=8138 Len=0
332,0.024823,192.168.1.60,239.192.8.127,CIP I/O,98,"Connection: ID=0x0059807D, SEQ=0046026554"
333,0.024823,192.168.1.60,192.168.1.200,TCP,60,44818  >  5027 [ACK] Seq=1 Ack=55 Win=8138 Len=0
334,0.024979,192.168.1.30,192.168.1.60,CIP I/O,86,"Connection: ID=0x00597285, SEQ=0045614248"
335,0.024981,192.168.1.10,192.168.1.60,CIP CM,124,Success: Connection Manager - Forward Open
336,0.025129,192.168.1.60,192.168.1.10,TCP,60,54986  >  44818 [ACK] Seq=161 Ack=161 Win=8122 Len=0
337,0.025197,192.168.1.60,192.168.1.20,CIP I/O,86,"Connection: ID=0x00F7464A, SEQ=0045398797"
338,0.02535,192.168.1.10,192.168.1.20,CIP,116,'HMI_FIT201' - Service (0x4c)
339,0.025351,192.168.1.10,192.168.1.20,CIP,124,'HMI_PLANT' - Service (0x4d)
340,0.025443,192.168.1.10,192.168.1.20,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
341,0.025444,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=363 Ack=485 Win=8130 Len=0
342,0.025536,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=363 Ack=555 Win=8060 Len=0
343,0.025536,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=363 Ack=629 Win=7986 Len=0
344,0.025536,192.168.1.60,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
345,0.025679,192.168.1.60,192.168.1.10,CIP,112,Success: 'HMI_P6_PERMISSIVE' - Service (0x4c)
346,0.025679,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=147 Ack=151 Win=8142 Len=0
347,0.025771,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=147 Ack=209 Win=8084 Len=0
348,0.025796,192.168.1.20,192.168.1.40,CIP I/O,86,"Connection: ID=0x00E97436, SEQ=0020511110"
349,0.025879,192.168.1.10,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
350,0.025879,192.168.1.60,192.168.1.30,CIP,148,Success: 'HMI_P602' - Service (0x4c)
351,0.025879,192.168.1.10,192.168.1.30,CIP,124,'HMI_PLANT' - Service (0x4d)
352,0.025957,192.168.1.10,192.168.1.30,CIP CM,124,Unconnected Send: 'HMI_LIT301' - Service (0x4c)
353,0.025959,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=385 Ack=493 Win=8130 Len=0
354,0.026037,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=393 Ack=333 Win=8098 Len=0
355,0.026037,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=385 Ack=563 Win=8060 Len=0
356,0.026114,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=385 Ack=633 Win=7990 Len=0
357,0.026114,192.168.1.10,192.168.1.40,CIP,124,'HMI_PLANT' - Service (0x4d)
358,0.026237,192.168.1.40,192.168.1.10,TCP,60,44818  >  64516 [ACK] Seq=159 Ack=291 Win=8122 Len=0
359,0.026237,192.168.1.10,192.168.1.50,CIP,124,'HMI_PLANT' - Service (0x4d)
360,0.026378,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=371 Ack=583 Win=8122 Len=0
361,0.026378,192.168.1.10,192.168.1.60,CIP,124,'HMI_PLANT' - Service (0x4d)
362,0.026508,192.168.1.10,192.168.1.60,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
363,0.026508,192.168.1.60,192.168.1.10,TCP,60,44818  >  64520 [ACK] Seq=209 Ack=217 Win=8122 Len=0
364,0.026608,192.168.1.60,192.168.1.10,TCP,60,44818  >  64520 [ACK] Seq=209 Ack=291 Win=8072 Len=0
365,0.026608,192.168.1.10,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_MV201' - Service (0x4c)
366,0.026719,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=363 Ack=699 Win=8122 Len=0
367,0.026813,192.168.1.40,192.168.1.50,CIP I/O,86,"Connection: ID=0x00975C3D, SEQ=0007666187"
368,0.026932,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT501' - Service (0x4c)
369,0.027051,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=559 Ack=901 Win=8102 Len=0
370,0.027051,192.168.1.10,239.192.2.63,CIP I/O,98,"Connection: ID=0x00708000, SEQ=0011938370"
371,0.027218,192.168.1.20,192.168.1.30,CIP,112,Success: 'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
372,0.02722,192.168.1.20,192.168.1.30,CIP,104,Success: 'P2_P2078_AUTOINP' - Service (0x4d)
373,0.027319,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=653 Ack=513 Win=8134 Len=0
374,0.027319,192.168.1.50,192.168.1.200,CIP,594,Success: Class (0xb2) - Service (0x4c)
375,0.027319,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
376,0.027319,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=653 Ack=563 Win=8084 Len=0
377,0.027422,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=583 Ack=421 Win=8142 Len=0
378,0.027622,192.168.1.10,192.168.1.60,CIP I/O,86,"Connection: ID=0x00D96810, SEQ=0011736618"
379,0.027629,192.168.1.20,192.168.1.200,CIP,594,Success: Class (0xb2) - Service (0x4c)
380,0.027711,192.168.1.20,192.168.1.10,CIP,152,Success: 'HMI_FIT201' - Service (0x4c)
381,0.027816,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
382,0.027817,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=699 Ack=461 Win=8094 Len=0
383,0.027817,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
384,0.02791,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=699 Ack=511 Win=8142 Len=0
385,0.02791,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=699 Ack=561 Win=8092 Len=0
386,0.028046,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT502' - Service (0x4c)
387,0.028046,192.168.1.30,192.168.1.200,CIP,594,Success: Class (0xb2) - Service (0x4c)
388,0.028047,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT503' - Service (0x4c)
389,0.028129,192.168.1.30,192.168.1.10,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
390,0.028129,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=901 Ack=621 Win=8130 Len=0
391,0.028208,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=901 Ack=683 Win=8068 Len=0
392,0.028208,192.168.1.30,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
393,0.028208,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=633 Ack=483 Win=8094 Len=0
394,0.028312,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=633 Ack=533 Win=8044 Len=0
395,0.028347,192.168.1.30,192.168.1.10,CIP,138,Success: 'HMI_LIT301' - Service (0x4c)
396,0.02847,192.168.1.20,239.192.3.127,CIP I/O,98,"Connection: ID=0x0077802C, SEQ=0063280451"
397,0.02847,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=633 Ack=617 Win=8108 Len=0
398,0.028585,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_FIT201' - Service (0x4c)
399,0.028687,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=563 Ack=723 Win=8122 Len=0
400,0.028998,192.168.1.40,192.168.1.50,CIP,104,Success: 'HMI_RO_HPP_SD' - Service (0x4d)
401,0.029153,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=277 Ack=109 Win=8142 Len=0
402,0.029153,192.168.1.40,192.168.1.50,CIP,148,Success: 'HMI_UV401' - Service (0x4c)
403,0.029273,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=277 Ack=203 Win=8098 Len=0
404,0.02928,192.168.1.200,192.168.1.50,CIP,108,Class (0xb2) - Service (0x4c)
405,0.029447,192.168.1.50,192.168.1.200,TCP,60,44818  >  5031 [ACK] Seq=541 Ack=109 Win=8138 Len=0
406,0.029447,192.168.1.40,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
407,0.029542,192.168.1.30,192.168.1.40,TCP,60,44818  >  55874 [ACK] Seq=251 Ack=123 Win=8130 Len=0
408,0.029543,192.168.1.10,192.168.1.20,CIP I/O,86,"Connection: ID=0x017746E2, SEQ=0011737147"
409,0.029543,192.168.1.40,192.168.1.50,CIP,146,Success: 'HMI_FIT401' - Service (0x4c)
410,0.029682,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=277 Ack=295 Win=8100 Len=0
411,0.029682,192.168.1.40,192.168.1.30,CIP,144,Success: 'HMI_LIT401' - Service (0x4c)
412,0.02979,192.168.1.30,192.168.1.40,TCP,60,63750  >  44818 [ACK] Seq=133 Ack=183 Win=8102 Len=0
413,0.029791,192.168.1.40,192.168.1.20,CIP,144,Success: 'HMI_AIT402' - Service (0x4c)
414,0.029929,192.168.1.20,192.168.1.40,TCP,60,56800  >  44818 [ACK] Seq=63 Ack=91 Win=8102 Len=0
415,0.029931,192.168.1.40,192.168.1.30,CIP,146,Success: 'HMI_FIT401' - Service (0x4c)
416,0.030053,192.168.1.30,192.168.1.40,TCP,60,63750  >  44818 [ACK] Seq=133 Ack=275 Win=8100 Len=0
417,0.030053,192.168.1.40,192.168.1.99,CIP,107,Success: 'CPS_ALID_P4_SD1' - Service (0x4c)
418,0.030222,192.168.1.40,239.192.5.255,CIP I/O,98,"Connection: ID=0x00698000, SEQ=0054038753"
419,0.030434,192.168.1.200,192.168.1.88,TCP,1514,4241  >  64142 [ACK] Seq=623 Ack=97 Win=506 Len=1460
420,0.030435,192.168.1.200,192.168.1.88,TCP,1304,"4241  >  64142 [PSH, ACK] Seq=2083 Ack=97 Win=506 Len=1250"
421,0.030437,192.168.1.200,192.168.1.207,TCP,1514,4241  >  63584 [ACK] Seq=623 Ack=97 Win=510 Len=1460
422,0.030437,192.168.1.200,192.168.1.207,TCP,1304,"4241  >  63584 [PSH, ACK] Seq=2083 Ack=97 Win=510 Len=1250"
423,0.030582,192.168.1.207,192.168.1.200,TCP,60,63584  >  4241 [ACK] Seq=97 Ack=3333 Win=32850 Len=0
424,0.030582,192.168.1.99,192.168.1.40,CIP,122,'CPS_ALID_P4_SD2' - Service (0x4c)
425,0.030755,192.168.1.40,192.168.1.99,TCP,60,44818  >  48072 [ACK] Seq=177 Ack=205 Win=8124 Len=0
426,0.030789,192.168.1.60,192.168.1.30,CIP,104,Success: 'P6_P602_AUTOINP' - Service (0x4d)
427,0.030926,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=393 Ack=383 Win=8142 Len=0
428,0.030926,192.168.1.60,192.168.1.30,CIP,148,Success: 'HMI_P602' - Service (0x4c)
429,0.030926,192.168.1.30,192.168.1.20,CIP I/O,86,"Connection: ID=0x00774052, SEQ=0045615792"
430,0.030927,192.168.1.207,192.168.1.200,TCP,150,"63584  >  4241 [PSH, ACK] Seq=97 Ack=3333 Win=32850 Len=96"
431,0.031041,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=393 Ack=477 Win=8048 Len=0
432,0.031261,192.168.1.60,192.168.1.200,CIP,594,Success: Class (0xb2) - Service (0x4c)
433,0.031417,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511541"
434,0.031633,192.168.1.88,192.168.1.200,TCP,60,64142  >  4241 [ACK] Seq=97 Ack=3333 Win=929 Len=0
435,0.031702,192.168.1.30,239.192.4.191,CIP I/O,98,"Connection: ID=0x00769ECB, SEQ=0063280741"
436,0.031889,192.168.1.50,239.192.7.63,CIP I/O,98,"Connection: ID=0x001780AC, SEQ=0007751634"
437,0.031999,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT502' - Service (0x4c)
438,0.031999,192.168.1.20,192.168.1.10,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
439,0.031999,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT503' - Service (0x4c)
440,0.03212,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=683 Ack=991 Win=8102 Len=0
441,0.032121,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=699 Ack=617 Win=8136 Len=0
442,0.032121,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=683 Ack=1081 Win=8012 Len=0
443,0.032332,192.168.1.200,192.168.1.60,CIP,108,Class (0xb2) - Service (0x4c)
444,0.032332,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705695"
445,0.032332,192.168.1.10,192.168.1.50,CIP I/O,86,"Connection: ID=0x011748B5, SEQ=0007618195"
446,0.032448,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822559"
447,0.032448,192.168.1.20,192.168.1.30,CIP,116,'HMI_LIT301' - Service (0x4c)
448,0.032448,192.168.1.60,192.168.1.200,TCP,60,44818  >  5027 [ACK] Seq=541 Ack=109 Win=8138 Len=0
449,0.032525,192.168.1.20,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
450,0.032525,192.168.1.50,192.168.1.200,CIP,594,Success: Class (0xb2) - Service (0x4c)
451,0.032527,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=501 Ack=435 Win=8130 Len=0
452,0.032527,192.168.1.20,192.168.1.30,CIP,116,'HMI_MV301' - Service (0x4c)
453,0.032527,192.168.1.88,192.168.1.200,TCP,150,"64142  >  4241 [PSH, ACK] Seq=97 Ack=3333 Win=929 Len=96"
454,0.032623,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=501 Ack=497 Win=8068 Len=0
455,0.032623,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=501 Ack=559 Win=8006 Len=0
456,0.032788,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT504' - Service (0x4c)
457,0.032869,192.168.1.20,192.168.1.30,CIP,146,Success: 'HMI_FIT201' - Service (0x4c)
458,0.03287,192.168.1.30,192.168.1.40,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
459,0.03287,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=1081 Ack=745 Win=8130 Len=0
460,0.032966,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=723 Ack=655 Win=8100 Len=0
461,0.032966,192.168.1.40,192.168.1.30,TCP,60,55874  >  44818 [ACK] Seq=123 Ack=349 Win=8094 Len=0
462,0.032966,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708641"
463,0.033061,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614947"
464,0.033692,192.168.1.200,192.168.1.50,CIP,108,Class (0xb2) - Service (0x4c)
465,0.033753,192.168.1.50,192.168.1.200,TCP,60,44818  >  5031 [ACK] Seq=1081 Ack=163 Win=8138 Len=0
466,0.034188,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
467,0.034325,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=291 Ack=209 Win=8142 Len=0
468,0.034326,192.168.1.40,192.168.1.50,CIP,116,'HMI_MV503' - Service (0x4c)
469,0.034442,192.168.1.40,192.168.1.50,CIP,116,'HMI_MV504' - Service (0x4c)
470,0.034442,192.168.1.50,192.168.1.40,TCP,60,44818  >  55872 [ACK] Seq=249 Ack=187 Win=8130 Len=0
471,0.034548,192.168.1.50,192.168.1.40,TCP,60,44818  >  55872 [ACK] Seq=249 Ack=249 Win=8068 Len=0
472,0.03455,192.168.1.40,192.168.1.30,CIP,116,'HMI_MV302' - Service (0x4c)
473,0.034642,192.168.1.30,192.168.1.40,TCP,60,44818  >  55874 [ACK] Seq=349 Ack=185 Win=8130 Len=0
474,0.034661,192.168.1.40,192.168.1.50,CIP,112,Success: 'HMI_P_RO_FEED_DUTY' - Service (0x4c)
475,0.034829,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=277 Ack=353 Win=8134 Len=0
